Accuracy,Precision,Recall,F1,Youden,Backdoor_acc
0.9976384714469729,0.9984266705057278,0.99223324783093,0.9953203245531755,0.9917033978858196,0.9995458838915934
0.9976384714469729,0.9986009957618401,0.9920595178482009,0.9953195088816549,0.9915885401192139,0.9995640485359296
0.9976229520917504,0.9986829920773742,0.991916446097718,0.9952882184954087,0.9914731729410244,0.999582213180266
0.9975893268221017,0.998580203092688,0.9918857878654717,0.9952217380158933,0.9914078839934115,0.999582213180266
0.9973358440201338,0.9970737116630559,0.9923865389921617,0.994724603833113,0.9913995636042112,0.9995458838915934
0.9975479418748415,0.998723662676397,0.9915792055430084,0.9951386111196577,0.9911497846724615,0.9995640485359296
0.9975789805852866,0.9983237868021348,0.992100395491196,0.9952023619141346,0.991535914830719,0.9995277192472571
0.9976151924141392,0.9985393200637762,0.9920288596159546,0.9952734431070192,0.9915371034577476,0.9995095546029209
0.9975039703683778,0.9983950617283951,0.99173249670424,0.9950526267219679,0.9911922575445198,0.9995095546029209
0.9976100192957317,0.9984572504088286,0.9920901760804473,0.9952635302078101,0.9915707153499469,0.9995458838915934
0.9976151924141392,0.9987342683968429,0.9918346908117278,0.9952725221760754,0.9914087330127175,0.9994187313812396
0.9974522391843027,0.998682097112969,0.9912419649882988,0.9949481220861948,0.9907986918316052,0.9994913899585847
0.9976151924141392,0.9983137807298039,0.9922536866524276,0.9952745089999591,0.991685742920414,0.9994368960255758
0.9976384714469729,0.9983959198782544,0.9922639060631764,0.9953204684656979,0.9917236669034559,0.9994732253142483
0.9974755182171364,0.9984666838178544,0.991548547310762,0.9949955903767664,0.9910325496517984,0.9994732253142483
0.9976643370390105,0.9984268322777001,0.9923354419384178,0.9953718178044068,0.9918055919933075,0.9994913899585847
0.9974781047763402,0.9988876758605063,0.9911397708808111,0.9949986406561784,0.9907657591548509,0.9995095546029209
0.9976824429534368,0.9985704735948989,0.9922639060631764,0.9954072008529484,0.9917825391195794,0.9994913899585847
0.9976669235982143,0.9982116979619523,0.9925602689748909,0.9953779617938838,0.9919576945275106,0.9994913899585847
0.9974987972499703,0.9981695152300446,0.9919368849192156,0.9950434403752018,0.9913204581856885,0.9994550606699121
0.9975401821972303,0.9987749639695285,0.9914974502570182,0.9951229018477586,0.9910853447441546,0.9994732253142483
0.9976022596181204,0.9983341902313625,0.9921821507771862,0.9952486635264449,0.9916211331882459,0.9995095546029209
0.9974212004738576,0.9972584454256084,0.9925398301533933,0.994893542918312,0.9916151900531027,0.9994550606699121
0.9972841128360587,0.996920012730614,0.9923354419384178,0.9946224443807105,0.9912965204774173,0.9994005667369033
0.9975608746708603,0.9983031674208145,0.992049298437452,0.9951664078157596,0.9914778916339015,0.9994550606699121
0.9974599988619139,0.9987129457069017,0.9912419649882988,0.994963431021572,0.9908090810462151,0.9994732253142483
0.9975531149932491,0.9982416271632614,0.9920799566696984,0.9951512542157436,0.9914877714369279,0.9994368960255758
0.9976151924141392,0.9983752712165928,0.9921923701879349,0.9952742183495643,0.9916452048851414,0.9994550606699121
0.9973694692897825,0.9971149304913859,0.9924785136889007,0.9947913198908073,0.991505390587097,0.9994550606699121
0.9974755182171364,0.9983948800790213,0.9916200831860035,0.9949959495903447,0.9910798440262831,0.9994550606699121
0.9976100192957317,0.9980679307332614,0.9924785136889007,0.9952653747220201,0.9918274562400069,0.9994732253142483
0.9976410580061768,0.9981910312149898,0.9924785136889007,0.995326575999508,0.9918690130984471,0.9994913899585847
0.9974755182171364,0.9985282463489188,0.9914872308462694,0.994995282438364,0.9909920116165258,0.9994732253142483
0.9974599988619139,0.9981589854878689,0.9917938131687327,0.9949662193334087,0.9911739233636689,0.9994550606699121
0.9976436445653805,0.9986933618667435,0.9919879819729595,0.9953293787714883,0.9915481718878025,0.9994913899585847
0.9974987972499703,0.9987644914852871,0.9913441590957865,0.9950404915401145,0.9909285905113863,0.9994187313812396
0.9976255386509542,0.9986727439218874,0.9919368849192156,0.9952934179629421,0.9914901486909855,0.9994732253142483
0.9975039703683778,0.9989186183031576,0.9912113067560524,0.9950500382147308,0.9908476842447023,0.9994550606699121
0.9975996730589166,0.9984674408319019,0.9920390790267033,0.9952428796981688,0.9915230813677396,0.9994368960255758
0.9976539908021955,0.9989500772002059,0.9917733743472351,0.9953487895058025,0.991420141050495,0.9994732253142483
0.9975453553156378,0.9991860872432053,0.9911091126485647,0.9951312110407101,0.9908355299971678,0.9994732253142483
0.9976332983285654,0.9984471410942,0.9921923701879349,0.9953099291107318,0.9916694463858979,0.9994368960255758
0.9976048461773241,0.9985802907317676,0.9919471043299644,0.9952526453941433,0.991469200457904,0.9994732253142483
0.9974677585395252,0.9988465261900348,0.9911397708808111,0.9949782252976389,0.9907519068687041,0.9994913899585847
0.997669510157418,0.9988166532897038,0.9919675431514619,0.995380316353475,0.9915692899247448,0.9994187313812396
0.9976126058549354,0.9985598189486679,0.9919982013837082,0.9952681954035363,0.9915133713685744,0.9994368960255758
0.9976591639206029,0.9986524020162535,0.9920901760804473,0.9953604732829907,0.9916365137091436,0.9994550606699121
0.9976850295126405,0.9986935769246595,0.9921514925449398,0.9954117858149848,0.9917116824597829,0.9994368960255758
0.9976669235982143,0.9984063499244301,0.9923661001706642,0.9953770616152608,0.9918293240824805,0.9994368960255758
0.9974522391843027,0.9984562819035073,0.9914667920247718,0.9949492618743623,0.9909473312942714,0.9994368960255758
0.9974729316579327,0.9983128266326489,0.9916916190612449,0.9949912076982625,0.9911236753292312,0.9994550606699121
0.9975427687564341,0.9984876076422112,0.9917938131687327,0.9951294539861575,0.9912847416528425,0.9994550606699121
0.9976669235982143,0.9983346183500386,0.9924376360459056,0.9953773933008078,0.9918766184569652,0.9994550606699121
0.9975608746708603,0.9986108252726899,0.9917427161149888,0.9951649208082735,0.9912752014575386,0.9994550606699121
0.9975660477892678,0.9981085526315789,0.9922639060631764,0.9951776480656783,0.9916267009004294,0.9994732253142483
0.9975427687564341,0.9983337961677312,0.9919471043299644,0.9951302029936436,0.991386086741024,0.9994550606699121
0.9976772698350292,0.9987345809199494,0.9920799566696984,0.9953961467080911,0.9916539988706883,0.9994550606699121
0.9974005080002276,0.998681825671445,0.9910375767733233,0.9948450171063363,0.9905943036166298,0.9994550606699121
0.9974987972499703,0.9988055767211022,0.9913032814527915,0.9950402880428372,0.9909015651545379,0.9994550606699121
0.9976074327365279,0.9990937551491185,0.9914463532032743,0.9952553640033444,0.9911416029080475,0.9994550606699121
0.9976074327365279,0.9986623863028358,0.9918755684547229,0.9952574074169022,0.9914253691549559,0.9994368960255758
0.9976565773613992,0.9985395604282585,0.9921923701879349,0.9953558467121856,0.991700614029728,0.9994368960255758
0.9976203655325466,0.9983035686746244,0.992284344884674,0.9952848561881137,0.9917129380811236,0.9994368960255758
0.9976307117693617,0.9984061204972904,0.9922230284201813,0.9953049718093285,0.9916862523319976,0.9994550606699121
0.997679856394233,0.9986730306334478,0.9921514925449398,0.995401579969959,0.9917047563167096,0.9994550606699121
0.997669510157418,0.999114533997776,0.9916711802397474,0.9953789421316359,0.9913733560875939,0.9994550606699121
0.9974987972499703,0.9991139318757856,0.9909966991303282,0.9950387612807898,0.9906988749781747,0.9994732253142483
0.997470345098729,0.9979644498360252,0.9920288596159546,0.9949878026280724,0.9913431714516943,0.9994368960255758
0.9974936241315627,0.9984565360553177,0.9916303025967522,0.9950317119315822,0.9911108418662518,0.9994732253142483
0.9975479418748415,0.9984978960255975,0.9918040325794815,0.9951397077672391,0.9912984241351279,0.9994913899585847
0.9975815671444904,0.9989600494233938,0.9914770114355206,0.9952044642078647,0.9911272412103171,0.9994550606699121
0.9975557015524529,0.9987853084081364,0.991548547310762,0.995153771596486,0.9911399048694352,0.9994732253142483
0.9976177789733429,0.998426541064193,0.9921514925449398,0.9952791261513857,0.9916216425998297,0.9994368960255758
0.9976307117693617,0.9986932946466237,0.9919368849192156,0.9953036237977072,0.9914970748340588,0.9994913899585847
0.9974755182171364,0.9988260130786263,0.9911908679345549,0.9949937935350178,0.9907960777793747,0.9994187313812396
0.9975970864997129,0.998344404911256,0.9921514925449398,0.9952383149067909,0.991593938027536,0.9994368960255758
0.9975608746708603,0.9985903029305235,0.9917631549364864,0.9951650199705697,0.9912887141359628,0.9994732253142483
0.9973125649873,0.9972879127201003,0.9920799566696984,0.9946771177540408,0.991165705784018,0.9994732253142483
0.9974315467106727,0.9986717189398464,0.9911704291130573,0.9949069348774947,0.9907236928848271,0.9994550606699121
0.9975893268221017,0.9980984880410315,0.9923661001706642,0.9952240396835158,0.9917254319363804,0.9994368960255758
0.9976332983285654,0.9982934100956101,0.9923456613491666,0.9953106502052551,0.9917707914740794,0.9994368960255758
0.9976229520917504,0.999062976234606,0.9915383279000133,0.9952864301504342,0.9912231883901765,0.9994368960255758
0.997470345098729,0.9977597599449188,0.99223324783093,0.9949888299071549,0.9914782982359363,0.9994187313812396
0.9974651719803215,0.9978211044533747,0.9921514925449398,0.9949782218806046,0.9914173213791662,0.9994187313812396
0.9975608746708603,0.9989394126611475,0.991415694971028,0.9951633336581713,0.9910589986027512,0.9994368960255758
0.9975970864997129,0.9980371200131544,0.9924580748674031,0.9952397788469913,0.9917966282038995,0.9994368960255758
0.9975143166051927,0.9980671957889542,0.992100395491196,0.9950748509898986,0.9914493380423024,0.9994368960255758
0.997628125210158,0.9982216648506405,0.9923967584029105,0.9953006892664055,0.9917976470270669,0.9994187313812396
0.9974936241315627,0.9983334704962554,0.9917529355257376,0.9950323232219664,0.9911919179367974,0.9994187313812396
0.9974186139146539,0.9981689314995217,0.9916200831860035,0.994883730467949,0.9910036564524765,0.9994550606699121
0.9971780639087048,0.9965311274861963,0.9923047837061715,0.994413465034231,0.9911342655267774,0.9994550606699121
0.9976151924141392,0.9988061299054166,0.9917631549364864,0.9952721827952578,0.9913614386382328,0.9994550606699121
0.9973203246649113,0.9972879963018131,0.9921106149019447,0.9946925685713993,0.9911963640162642,0.9994550606699121
0.9976384714469729,0.9988370417635799,0.9918244714009791,0.9953184048733713,0.9914331443173356,0.9994368960255758
0.9974186139146539,0.998004997789044,0.9917835937579839,0.9948845696477632,0.99111175787987,0.9994187313812396
0.9975091434867853,0.9989289171764609,0.9912215261668013,0.9950602972028869,0.9908613667269877,0.9994005667369033
0.9973849886450051,0.9987536566272506,0.9909047244335891,0.9948137090444605,0.9904856927776522,0.9993642374482308
0.9975867402628978,0.9987751909261203,0.9916813996504962,0.9952156545015409,0.9912692941376327,0.9994187313812396
0.9976203655325466,0.998765089067951,0.9918244714009791,0.9952826802580169,0.9914089028165787,0.9994187313812396
0.9976100192957317,0.9985187775800529,0.9920288596159546,0.9952632388373406,0.9915301773146743,0.9994187313812396
0.9975143166051927,0.9983131042995268,0.9918551296332253,0.995073639099209,0.9912871859012116,0.9993642374482308
0.997522076282804,0.9978522910608038,0.9923456613491666,0.9950913581259031,0.9916218793980027,0.9994005667369033
0.9975712209076754,0.9979755004727258,0.992417197224408,0.9951885878838497,0.9917349721316842,0.9994368960255758
0.9975143166051927,0.9992065618366548,0.9909660408980818,0.9950692409914879,0.9906993843897585,0.9994732253142483
0.9976100192957317,0.9984367447265846,0.9921106149019447,0.9952636273233343,0.9915842280283711,0.9994368960255758
0.997501383809174,0.9990419581139967,0.9910784544163184,0.9950442732113726,0.9907563887634083,0.9994187313812396
0.9976539908021955,0.9986728941195836,0.992049298437452,0.9953500771569336,0.9916025622092217,0.9994187313812396
0.9976462311245842,0.9988370776688038,0.9918551296332253,0.995333859769667,0.9914638025495819,0.9994187313812396
0.9974832778947478,0.9984051857186953,0.9916405220075011,0.9950113564701117,0.9911037459193173,0.9994187313812396
0.9975194897236003,0.9983643994568572,0.9918244714009791,0.9950836900520339,0.9912738430266488,0.9994187313812396
0.997669510157418,0.9986216827813207,0.9921617119556886,0.9953812162626299,0.9916976603697751,0.9994005667369033
0.9971703042310935,0.9967145453238739,0.9920901760804473,0.9943969844098909,0.9909819931887132,0.9994187313812396
0.9976617504798068,0.9984063171531683,0.9923456613491666,0.9953667637049489,0.991808885260983,0.9994187313812396
0.9975427687564341,0.9988160563351282,0.9914667920247718,0.9951278553332035,0.9910685387980549,0.9994187313812396
0.9975660477892678,0.9986211154558551,0.9917529355257376,0.9951751754831233,0.991288883939824,0.9994187313812396
0.9975815671444904,0.998477585532948,0.9919573237407131,0.9952067751080399,0.9914447891532863,0.9993642374482308
0.9974160273554501,0.9986305601317957,0.9911499902915598,0.9948762136295796,0.9906894017771828,0.9993642374482308
0.9976332983285654,0.9992480738329694,0.9913952561495304,0.9953061758414257,0.9911424519273537,0.9994187313812396
0.9974677585395252,0.9990829658327495,0.9909047244335891,0.9949770400964574,0.9905965110668256,0.9994005667369033
0.997532422519619,0.9989906792316803,0.9912521843990475,0.9951063873443174,0.990912803388454,0.9994187313812396
0.9974082676778389,0.9984765355595129,0.9912726232205451,0.9948615384615385,0.990760088633118,0.9994005667369033
0.997185823586316,0.997051541519843,0.9918142519902302,0.9944260010656174,0.9908203504592064,0.9994368960255758
0.9976255386509542,0.9983138500765965,0.9922945642954227,0.9952951065007483,0.991726620563409,0.999382402092567
0.9975531149932491,0.9983543665854135,0.9919675431514619,0.9951507074020914,0.9914134517055948,0.9994005667369033
0.9974677585395252,0.9987129854618838,0.9912726232205451,0.9949788949465835,0.9908397392784614,0.999382402092567
0.9975867402628978,0.998559670781893,0.9918960072762204,0.9952166846959544,0.9914111772610867,0.9994005667369033
0.9972530741256137,0.9970114918920029,0.9921208343126935,0.9945601507995862,0.991113080495523,0.9994005667369033
0.9974936241315627,0.9988055521232341,0.9912828426312938,0.9950299791248866,0.9908811263330404,0.9994187313812396
0.9976151924141392,0.9986008662284086,0.9919675431514619,0.995273152325486,0.9914965654224748,0.9994005667369033
0.9976255386509542,0.9988267138725646,0.9917835937579839,0.9952926939328055,0.9913888036028036,0.9994005667369033
0.9976255386509542,0.9988677885852504,0.9917427161149888,0.9952925008204792,0.9913617782459552,0.999382402092567
0.997522076282804,0.9983849232066989,0.9918142519902302,0.9950887410156771,0.9912705497589731,0.9993460728038945
0.9974418929474876,0.9987950318235185,0.9910886738270671,0.9949269303568589,0.9906834944572769,0.9994005667369033
0.9975039703683778,0.998497633257872,0.9916303025967522,0.9950521193849245,0.9911246941523986,0.9994005667369033
0.9974625854211177,0.9984768648114606,0.9914872308462694,0.99496977248604,0.9909746962588426,0.9993460728038945
0.9974522391843027,0.9985691639388138,0.9913543785065353,0.9949486920445745,0.9908730115629383,0.9993460728038945
0.9658367260368222,0.9985980702849805,0.866238132709268,0.927720865073111,0.8658260271964044,0.999309743515222
0.99011158416405,0.9700559888022395,0.9915383279000133,0.980679526767169,0.9811664286476904,0.9993279081595582
0.9909832546157149,0.9737822450270612,0.9910580155948208,0.9823441820889173,0.9820159358125786,0.9993460728038945
0.9891442110218461,0.9671588188347965,0.9907514332723575,0.9788129817812845,0.979351001773644,0.999309743515222
0.9973720558489864,0.9981685923883408,0.9914361337925255,0.9947909723860012,0.9908197070589986,0.999309743515222
0.9974237870330614,0.9983330074808862,0.9914770114355206,0.9948931981090476,0.9909159938465804,0.999309743515222
0.9972634203624287,0.9975225387296072,0.9916507414182498,0.9945779736585866,0.9908161411779126,0.9992189202935406
0.9974134407962464,0.998476566922974,0.9912930620420427,0.9948718474682311,0.9907805274546158,0.9992007556492044
0.9976229520917504,0.9985906509752284,0.992008420794457,0.9952886532930724,0.9915339799939333,0.9991644263605318
0.9975608746708603,0.9985184880347332,0.9918346908117278,0.9951653670065778,0.9913360085104475,0.9992370849378769
0.997628125210158,0.999021889092519,0.991599644364506,0.9952969294129111,0.9912706525685224,0.9992552495822132
0.9974367198290802,0.9981793120473996,0.9916813996504962,0.9949197463461646,0.9910684359885058,0.9992552495822132
0.997470345098729,0.9986924605421655,0.9913032814527915,0.994984152383297,0.9908634713676345,0.9992915788708857
0.9976074327365279,0.9986110825325624,0.9919266655084668,0.9952576505631859,0.9914591508510164,0.9992552495822132
0.9974341332698764,0.9986409266409266,0.9912113067560524,0.9949122465098625,0.9907541813132121,0.9992007556492044
0.9976177789733429,0.9989499258771207,0.9916303025967522,0.9952766566319126,0.9912770693000121,0.9992915788708857
0.9975841537036941,0.9984468376173872,0.9919982013837082,0.9952120733670299,0.9914752775816713,0.9992007556492044
0.9975194897236003,0.9984874675885912,0.9917018384719937,0.9950830850949288,0.9911927669561034,0.9992734142265495
0.9975298359604153,0.9981697410903407,0.9920595178482009,0.9951052499397767,0.9914430911146739,0.9992915788708857
0.9974962106907665,0.9987542084075489,0.9913441590957865,0.9950353882449483,0.9909251274398496,0.9992915788708857
0.997491037572359,0.99849755595575,0.9915792055430084,0.9950263551900239,0.9910735970986546,0.9992370849378769
0.9975557015524529,0.9983543835109228,0.9919777625622107,0.9951558583357681,0.9914236711163436,0.9992370849378769
0.9975582881116566,0.9986723887739665,0.9916711802397474,0.9951594708235053,0.9912244440115172,0.9992370849378769
0.9975091434867853,0.9980364339172629,0.9921106149019447,0.9950647021140294,0.991449168238441,0.9992552495822132
0.9974755182171364,0.998353858658189,0.9916609608289986,0.9949961548320942,0.9911068693831315,0.999309743515222
0.9974832778947478,0.998959642364187,0.9910886738270671,0.9950085926077924,0.9907389036018635,0.9992552495822132
0.9976022596181204,0.9984674565950794,0.992049298437452,0.9952480302649722,0.9915333007784883,0.9984015112984088
0.9974729316579327,0.9988979297558966,0.9911091126485647,0.994988278625034,0.9907385639941411,0.9984560052314175
0.9976048461773241,0.9985187471069279,0.992008420794457,0.9952529374372012,0.9915097384931766,0.9983833466540725
0.9976151924141392,0.9988163975257562,0.9917529355257376,0.9952721343083062,0.9913546822990207,0.9984378405870813
0.9975531149932491,0.9987750270214628,0.991548547310762,0.9951486681914685,0.9911364417978985,0.998419675942745
0.9974212004738576,0.9978616662554486,0.9919368849192156,0.9948904548366432,0.9912165660395886,0.998419675942745
0.9975763940260829,0.9981803228127891,0.99223324783093,0.9951979008112831,0.9916202841689397,0.998419675942745
0.997628125210158,0.9988780698684563,0.9917427161149888,0.9952976047013697,0.9913652413174918,0.9985104991644264
0.9976772698350292,0.9988372212675317,0.9919777625622107,0.9953956746003261,0.9915864354785673,0.9984741698757539
0.997522076282804,0.9988981453830232,0.9913032814527915,0.9950862219304275,0.9909327327983679,0.9988374627624791
0.9974341332698764,0.9985382675382161,0.9913135008635402,0.9949127683360854,0.9908217447053334,0.9988556274068153
0.9975738074668791,0.9981086109597771,0.9922945642954227,0.995193096097081,0.9916573591326756,0.9989827799171692
0.997522076282804,0.9985798231982793,0.9916200831860035,0.9950877840676019,0.9911421793139432,0.9988556274068153
0.9976151924141392,0.9979963214516908,0.9925704883856397,0.9952760101242994,0.9918951894359893,0.998764804185134
0.9970047644420533,0.9958361963756448,0.9923150031169202,0.9940724815724816,0.9909089960730326,0.9988919566954879
0.9975375956380266,0.997995703610817,0.9922639060631764,0.995121551264707,0.991588607113526,0.9990009445615055
0.9976048461773241,0.9987034235791683,0.9918244714009791,0.9952520612002133,0.9913881243873588,0.9990009445615055
0.9976539908021955,0.998539545407796,0.9921821507771862,0.9953506968828653,0.9916903946189792,0.9989464506284967
0.9975427687564341,0.9982313079066707,0.992049298437452,0.9951307022039979,0.991453650133145,0.9989101213398242
0.9977031354270668,0.9986936709902385,0.9922230284201813,0.9954478346456693,0.9917832183350244,0.9988192981181429
0.9976255386509542,0.998488105400652,0.9921208343126935,0.9952942865051618,0.9916117627968033,0.9988011334738066
0.9975479418748415,0.9985594484745588,0.9917427161149888,0.9951394087306064,0.9912578860998551,0.9988374627624791
0.9976746832758255,0.9986422267481331,0.9921617119556886,0.9953914215849614,0.9917045865128484,0.9988374627624791
0.9974599988619139,0.9976062545589036,0.9923456613491666,0.9949690045596598,0.9915387656811228,0.9984560052314175
0.9975738074668791,0.9984057598354332,0.9919982013837082,0.9951916669229744,0.9914614252955245,0.9988011334738066
0.9975453553156378,0.9986620559054794,0.9916303025967522,0.9951337575698529,0.9911801032969851,0.9988192981181429
0.997470345098729,0.9988979184047626,0.9910988932378159,0.9949831231853576,0.9907283445833923,0.9984015112984088
0.9975815671444904,0.998487841007283,0.9919471043299644,0.9952067259631404,0.9914380328140742,0.9984015112984088
0.9975039703683778,0.9985899837384986,0.9915383279000133,0.9950516626926134,0.9910638870994897,0.9983833466540725
0.9974884510131552,0.9985283220813437,0.9915383279000133,0.9950210490152344,0.9910431086702696,0.998419675942745
0.9976126058549354,0.9983445070538395,0.9922128090094325,0.9952692140129674,0.991655254492029,0.9984015112984088
0.9974781047763402,0.998671965079888,0.9913543785065353,0.9949997179328065,0.9909076422783052,0.998419675942745
0.9974599988619139,0.99848710955591,0.9914667920247718,0.9949645673732681,0.9909577205088815,0.9983288527210638
0.997522076282804,0.9983951773020462,0.9918040325794815,0.9950886906592843,0.991263793419761,0.9988192981181429
0.9975608746708603,0.9983339161198758,0.9920186402052058,0.9951662591561713,0.9914576226162655,0.9987103102521253
0.9975427687564341,0.9988776886564182,0.9914054755602792,0.9951275554689344,0.9910280007627823,0.9987829688294703
0.9975582881116566,0.9981597047302785,0.9921821507771862,0.9951619516195161,0.9915622609721226,0.9987466395407978
0.9976203655325466,0.998765089067951,0.9918244714009791,0.9952826802580169,0.9914089028165787,0.9988374627624791
0.9973384305793376,0.9975232770846607,0.9919471043299644,0.9947273761394555,0.9911125040896271,0.998964615272833
0.9975763940260829,0.9988983836095954,0.9915178890785157,0.9951944528497356,0.9911473404240922,0.9989282859841604
0.9976617504798068,0.9987858208571282,0.9919675431514619,0.9953650057937428,0.9915589007101349,0.9988011334738066
0.9974729316579327,0.9990521327014218,0.9909558214873331,0.9949875072468229,0.9906372189059596,0.9988374627624791
0.9974858644539515,0.9988877102279164,0.9911704291130573,0.9950141061810721,0.9907964173870971,0.998764804185134
0.9976384714469729,0.9987959742317905,0.9918653490439742,0.9953185969122225,0.991460169674184,0.9987103102521253
0.9975789805852866,0.9986724980704914,0.9917529355257376,0.995200689131817,0.9913061992975074,0.9991462617161956
0.9976436445653805,0.998754939084623,0.9919266655084668,0.9953290914031697,0.9915076338525299,0.9991644263605318
0.9976772698350292,0.9987140579188314,0.992100395491196,0.9953962411180264,0.9916675115491125,0.9991644263605318
0.9975919133813054,0.9984776481721492,0.9919982013837082,0.9952273787492759,0.9914856667962813,0.9987829688294703
0.9975944999405091,0.9986725800310761,0.9918142519902302,0.9952316006439902,0.9913675157620001,0.9988192981181429
0.9975738074668791,0.9985185642418444,0.9918857878654717,0.9951911246001147,0.9913871055641914,0.9992734142265495
0.9975401821972303,0.9986209735515077,0.9916507414182498,0.9951236520820622,0.9911866898323363,0.9992734142265495
0.9974341332698764,0.9976878256312236,0.9921617119556886,0.9949170953659485,0.991382520859938,0.9992370849378769
0.9975065569275815,0.9988261581391518,0.9913135008635402,0.9950556495871159,0.9909187107083599,0.9993279081595582
0.9975944999405091,0.9981906964790542,0.9922945642954227,0.9952338977491697,0.991685063704969,0.9992189202935406
0.9976100192957317,0.9987239778960042,0.9918244714009791,0.9952622673434858,0.9913950505304321,0.9992370849378769
0.9974470660658952,0.9980974124809742,0.9918040325794815,0.9949407706226389,0.9911633643451978,0.9992007556492044
0.9976462311245842,0.9988062773347054,0.9918857878654717,0.9953340033225999,0.9914840715672182,0.9992189202935406
0.997501383809174,0.9987131577050969,0.9914054755602792,0.9950458997897328,0.9909725916181955,0.9992552495822132
0.9975194897236003,0.9989186851211073,0.9912726232205451,0.9950809665721159,0.9909090007091947,0.9992915788708857
0.997302218750485,0.9972571499013807,0.9920697372589496,0.994656680174388,0.9911450971586591,0.9991280970718593
0.997480691335544,0.9982821227613591,0.9917529355257376,0.9950068182051203,0.9911746025791139,0.9991644263605318
